"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
9.952530656E0	-6.050446987E0	5.327397823E0	5.988197803E0	1.004229004E1
9.954531489E0	-5.952284813E0	5.123890877E0	6.009745598E0	9.889438526E0
9.956531455E0	-5.803843975E0	4.932354927E0	6.033687592E0	9.716898475E0
9.958531455E0	-5.655403614E0	4.774038315E0	6.024110794E0	9.542795331E0
9.960531455E0	-5.588366032E0	4.704606533E0	6.009745598E0	9.459397427E0
9.962531488E0	-5.461473465E0	4.544194698E0	5.949890614E0	9.267070528E0
9.964531521E0	-5.392041683E0	4.398148537E0	5.904400826E0	9.125775209E0
9.966531554E0	-5.284302235E0	4.347870350E0	5.870882034E0	9.016378572E0
9.968531587E0	-5.176563263E0	4.216189384E0	5.815814972E0	8.854194708E0
9.970530753E0	-5.114314079E0	4.163516521E0	5.787084579E0	8.773905986E0
9.972529919E0	-5.006575108E0	4.053383350E0	5.732017994E0	8.622745571E0
9.974529085E0	-4.891354084E0	3.952826977E0	5.684134007E0	8.477002140E0
9.976528218E0	-4.807557106E0	3.919308186E0	5.674557209E0	8.406793770E0
9.978528218E0	-4.601655483E0	3.837905407E0	5.662586212E0	8.244369819E0
9.980527818E0	-4.331110954E0	3.811569214E0	5.638644218E0	8.067272810E0
9.982527818E0	-4.046200752E0	3.811569214E0	5.624279022E0	7.907737661E0
9.984527818E0	-3.926490784E0	3.813963413E0	5.626673222E0	7.850038110E0
9.986527818E0	-3.806780815E0	3.799597979E0	5.621884823E0	7.780367211E0
9.988527818E0	-3.758896589E0	3.756502390E0	5.645826817E0	7.753449182E0
9.990528651E0	-3.766079187E0	3.737348795E0	5.667374611E0	7.763392521E0
9.992529484E0	-3.790021181E0	3.687070608E0	5.751171589E0	7.812472391E0
9.994530317E0	-3.837905407E0	3.610456228E0	5.897218227E0	7.908356018E0
9.996531150E0	-3.852270603E0	3.557783842E0	5.985803604E0	7.957867771E0
9.998531983E0	-3.926490784E0	3.476380825E0	6.184522152E0	8.108690878E0
1.000053195E1	-4.010287762E0	3.418920040E0	6.407183170E0	8.295988088E0
1.000253192E1	-4.048594952E0	3.397372246E0	6.514922142E0	8.389128070E0
1.000453188E1	-4.139574528E0	3.359065056E0	6.713640690E0	8.572768901E0
1.000653188E1	-4.158728123E0	3.342305660E0	6.912359715E0	8.731938132E0
1.000853191E1	-4.175487995E0	3.337517262E0	7.008127689E0	8.814055547E0
1.001053108E1	-4.249708176E0	3.378218651E0	7.194875240E0	9.013246394E0
1.001253111E1	-4.343081951E0	3.440467834E0	7.386411667E0	9.233539791E0
1.001453115E1	-4.398148537E0	3.469198227E0	7.474997044E0	9.341018557E0
1.001653118E1	-4.541800499E0	3.552995205E0	7.613860607E0	9.551052300E0
1.001853121E1	-4.544194698E0	3.562572241E0	7.613860607E0	9.555757415E0
1.002053124E1	-4.527435303E0	3.567360640E0	7.582736015E0	9.524789648E0
1.002253125E1	-4.575319290E0	3.596091032E0	7.587524414E0	9.562214391E0
1.002453121E1	-4.678270340E0	3.655946016E0	7.635408401E0	9.672208440E0
1.002653118E1	-4.730942726E0	3.689464808E0	7.690474987E0	9.753838997E0
1.002853114E1	-4.862623692E0	3.785232782E0	7.810185432E0	9.948471886E0
1.003053198E1	-5.032911301E0	3.825934410E0	7.920318604E0	1.013407209E1
1.003253281E1	-5.131073475E0	3.857059002E0	7.977779388E0	1.023961831E1
1.003453364E1	-5.336975098E0	3.892971992E0	8.073547363E0	1.043171612E1
1.003653451E1	-5.569212437E0	3.924096584E0	8.111854553E0	1.059324528E1
1.003853451E1	-5.674557209E0	3.940855980E0	8.131008148E0	1.066978158E1
1.004053494E1	-5.827786446E0	3.986345768E0	8.142979622E0	1.077785529E1
1.004253497E1	-5.894824028E0	4.031835556E0	8.107066154E0	1.080412745E1
1.004453501E1	-5.894824028E0	4.067748547E0	8.087912560E0	1.080323369E1
1.004653504E1	-5.851728439E0	4.153939724E0	8.035240173E0	1.077325511E1
1.004853507E1	-5.767930984E0	4.192247391E0	7.946654797E0	1.067676395E1
1.005053424E1	-5.722441196E0	4.216189384E0	7.896376610E0	1.062428114E1
1.005253340E1	-5.633855820E0	4.201824188E0	7.812579632E0	1.050866587E1
1.005453340E1	-5.581183434E0	4.156333923E0	7.712022781E0	1.038749323E1
1.005653341E1	-5.535693645E0	4.115632534E0	7.676109791E0	1.032012581E1
1.005853340E1	-5.425560474E0	3.981557369E0	7.628225803E0	1.017247927E1
1.006053341E1	-5.332186222E0	3.859453201E0	7.599495411E0	1.005385097E1
1.006253340E1	-5.277119637E0	3.792415380E0	7.594707012E0	9.995498020E0
1.006453340E1	-5.143044472E0	3.653551817E0	7.613860607E0	9.887882517E0
1.006653341E1	-4.992209911E0	3.538630009E0	7.613860607E0	9.768056894E0
1.006853337E1	-4.812345505E0	3.423708439E0	7.554005623E0	9.588714704E0
1.007053420E1	-4.714183331E0	3.354276657E0	7.513304234E0	9.482849618E0
1.007253417E1	-4.501099110E0	3.224989653E0	7.431901455E0	9.267880593E0
1.007453414E1	-4.390965939E0	3.150769472E0	7.381623268E0	9.148567768E0
1.007653410E1	-4.122815132E0	3.014299870E0	7.276278019E0	8.889759846E0
1.007853407E1	-3.885789394E0	2.887407303E0	7.163750648E0	8.646143852E0
1.008053403E1	-3.775655985E0	2.839523315E0	7.115866661E0	8.541313079E0
1.008253400E1	-3.567360640E0	2.762908697E0	6.991368294E0	8.320994954E0
1.008453400E1	-3.394978046E0	2.705447912E0	6.897994518E0	8.150316111E0
1.008653403E1	-3.327940464E0	2.602497339E0	6.864475727E0	8.060347830E0
1.008853407E1	-3.253720045E0	2.549824715E0	6.811803341E0	7.967996295E0
1.009053323E1	-3.239354849E0	2.482787132E0	6.775889874E0	7.910141298E0
1.009253240E1	-3.251325846E0	2.446874142E0	6.768707275E0	7.897702894E0
1.009453156E1	-3.289633036E0	2.372653961E0	6.761524677E0	7.884756705E0
1.009653160E1	-3.339911461E0	2.317587137E0	6.773495674E0	7.899776095E0
1.009853163E1	-3.378218651E0	2.245761156E0	6.802226067E0	7.919980043E0
1.010053163E1	-3.387795448E0	2.212242365E0	6.809409142E0	7.920809753E0
1.010253160E1	-3.373430252E0	2.178723574E0	6.838139534E0	7.930133691E0
1.010453156E1	-3.363853455E0	2.147598982E0	6.847716331E0	7.925838152E0
1.010653153E1	-3.349488258E0	2.145204782E0	6.842927933E0	7.914962909E0
1.010853149E1	-3.320757866E0	2.130839586E0	6.869264126E0	7.921786401E0
1.011053273E1	-3.268085241E0	2.142810583E0	6.893206120E0	7.923907429E0
1.011253356E1	-3.232172251E0	2.152387381E0	6.907571316E0	7.924282326E0
1.011453356E1	-3.131615877E0	2.193088770E0	6.950666904E0	7.932743962E0
1.011653356E1	-3.007117271E0	2.233790159E0	7.000945091E0	7.940138848E0
1.011853359E1	-2.956839085E0	2.240972757E0	7.022492886E0	7.942308392E0
1.012053363E1	-2.827552319E0	2.264914751E0	7.065588474E0	7.940241270E0
1.012253366E1	-2.767697096E0	2.279279947E0	7.139808655E0	7.989501356E0
1.012453369E1	-2.746149302E0	2.284068346E0	7.182904243E0	8.021995859E0
1.012653372E1	-2.681505919E0	2.291250944E0	7.249941826E0	8.062379386E0
1.012853376E1	-2.664746523E0	2.291250944E0	7.316979885E0	8.117197765E0
1.013053292E1	-2.645592928E0	2.279279947E0	7.348104477E0	8.135657221E0
1.013253209E1	-2.602497339E0	2.308010340E0	7.403171062E0	8.179660501E0
1.013453122E1	-2.607285738E0	2.312798738E0	7.441478252E0	8.217212149E0
1.013653042E1	-2.614468336E0	2.303221941E0	7.463026047E0	8.236324044E0
1.013852956E1	-2.616862535E0	2.317587137E0	7.527669430E0	8.299697989E0
1.014052956E1	-2.636016130E0	2.379836559E0	7.565976620E0	8.358002471E0
1.014252956E1	-2.633621931E0	2.422932148E0	7.575553417E0	8.378279910E0
1.014452956E1	-2.664746523E0	2.509123325E0	7.599495411E0	8.434980995E0
1.014652952E1	-2.683900118E0	2.607285738E0	7.613860607E0	8.483639084E0
1.014852949E1	-2.703053713E0	2.674323320E0	7.633014202E0	8.527684938E0
1.015053032E1	-2.741360903E0	2.803610086E0	7.661744595E0	8.606835618E0
1.015253115E1	-2.774879694E0	2.930502892E0	7.673715591E0	8.670277706E0
1.015453199E1	-2.779668093E0	2.980781078E0	7.678503990E0	8.693160189E0
1.015653195E1	-2.813186884E0	3.095702887E0	7.690474987E0	8.754473276E0
1.015853192E1	-2.863465309E0	3.189076662E0	7.704840183E0	8.816700391E0
1.016053189E1	-2.863465309E0	3.234566450E0	7.704840183E0	8.833256248E0
1.016253188E1	-2.889801502E0	3.356670856E0	7.714416981E0	8.895528164E0
1.016453192E1	-2.973598480E0	3.462015629E0	7.700051785E0	8.950901498E0
1.016653195E1	-3.016694069E0	3.521870613E0	7.716811180E0	9.002954543E0
1.016853198E1	-3.076549292E0	3.620033026E0	7.719205379E0	9.063990641E0
1.017053075E1	-3.122039080E0	3.689464808E0	7.723993778E0	9.111495951E0
1.017252992E1	-3.124433279E0	3.725377798E0	7.719205379E0	9.122864394E0
1.017452908E1	-3.088520288E0	3.797203779E0	7.723993778E0	9.144276571E0
1.017652825E1	-3.026270866E0	3.883395195E0	7.728782177E0	9.163686351E0
1.017852738E1	-2.999934673E0	3.912125587E0	7.728782177E0	9.167246511E0
1.018052735E1	-2.949656487E0	3.981557369E0	7.726387978E0	9.178798595E0
1.018252731E1	-2.901772499E0	4.034229755E0	7.704840183E0	9.168416199E0
1.018452728E1	-2.889801502E0	4.053383350E0	7.700051785E0	9.169060300E0
1.018652724E1	-2.851494312E0	4.108449936E0	7.685686588E0	9.169523380E0
1.018852721E1	-2.820369720E0	4.163516521E0	7.676109791E0	9.176710560E0
1.019052804E1	-2.772485495E0	4.187458992E0	7.688080788E0	9.183031897E0
1.019252888E1	-2.621650934E0	4.180276394E0	7.781454563E0	9.214054453E0
1.019452974E1	-2.506729126E0	4.180276394E0	7.915530205E0	9.295914160E0
1.019653054E1	-2.449268341E0	4.223371983E0	7.982567787E0	9.357199089E0
1.019853141E1	-2.410961151E0	4.359841347E0	8.140584946E0	9.544111981E0
1.020053141E1	-2.432508945E0	4.541800499E0	8.265083313E0	9.739438059E0
1.020253141E1	-2.468421936E0	4.632780075E0	8.303390503E0	9.823545792E0
1.020453141E1	-2.521094322E0	4.860229492E0	8.296208382E0	9.940061409E0
1.020653141E1	-2.501940727E0	5.047276497E0	8.166921616E0	9.921356566E0
1.020853298E1	-2.499546528E0	5.207687855E0	7.570765018E0	9.522826713E0
1.021053211E1	-2.504334927E0	5.329792023E0	6.977003098E0	9.130002664E0
1.021253214E1	-2.494758129E0	5.566818237E0	6.043264389E0	8.586869504E0
1.021453281E1	-2.628833532E0	6.000168800E0	4.280832767E0	7.825491713E0
1.021653284E1	-2.760514498E0	6.268319130E0	2.904166698E0	7.439519421E0
1.021853287E1	-3.105279684E0	6.730400085E0	-1.077390760E-1	7.413005796E0
1.022053291E1	-3.335123062E0	7.108684063E0	-2.726995707E0	8.312216343E0
1.022253294E1	-3.380612850E0	7.266701221E0	-3.806780815E0	8.872714920E0
1.022453294E1	-3.313575268E0	7.510910034E0	-4.517858505E0	9.370410667E0
1.022653291E1	-2.947262287E0	7.565976620E0	-3.148375273E0	8.708767080E0
1.022853287E1	-2.264914751E0	7.326556683E0	-3.256114423E-1	7.675564765E0
1.023053370E1	-1.838746905E0	7.089530468E0	1.345541358E0	7.446671336E0
1.023253454E1	-9.935936928E-1	6.440701962E0	4.572925091E0	7.961250785E0
1.023453500E1	-6.248866320E-1	6.139032364E0	5.643432617E0	8.362208642E0
1.023653584E1	-1.149216816E-1	5.681739807E0	6.088754177E0	8.328763513E0
1.023853667E1	-2.729389966E-1	5.092766285E0	7.822156429E0	9.337927786E0
1.024053667E1	-4.141969085E-1	4.802768707E0	8.849268913E0	1.007708820E1
1.024253670E1	-5.578489900E-1	4.280832767E0	1.054196930E1	1.139165666E1
1.024453674E1	-3.112462163E-1	3.897760391E0	1.220115089E1	1.281239608E1
1.024653677E1	-1.628057212E-1	3.758896589E0	1.289307499E1	1.343082991E1
1.024853680E1	4.309562966E-2	3.699041605E0	1.364006615E1	1.413280476E1
1.025053597E1	-2.513911724E-1	4.043806553E0	1.320671558E1	1.381422837E1
1.025253513E1	-3.303998411E-1	4.141968727E0	1.320192719E1	1.384037393E1
1.025453517E1	-4.285621047E-1	4.132391930E0	1.349880886E1	1.412367407E1
1.025653520E1	-4.405331016E-1	4.029441357E0	1.408538818E1	1.465703337E1
1.025853520E1	-3.854664862E-1	3.945644379E0	1.453070927E1	1.506181283E1
1.026053520E1	-2.609679997E-1	3.813963413E0	1.528518200E1	1.575598965E1
1.026253520E1	-2.418143749E-1	3.684676409E0	1.574965763E1	1.617674349E1
1.026453520E1	-2.753331959E-1	3.588908434E0	1.583345413E1	1.623743643E1
1.026653520E1	-3.663128614E-1	3.390189648E0	1.565388966E1	1.602098100E1
1.026853363E1	-3.902548850E-1	3.131615877E0	1.505773258E1	1.538488308E1
1.027053450E1	-3.950432837E-1	2.999934673E0	1.459295845E1	1.490335880E1
1.027253446E1	-3.830722570E-1	2.695871115E0	1.358021164E1	1.385050951E1
1.027453380E1	-4.165911078E-1	2.468421936E0	1.271351051E1	1.295762342E1
1.027653376E1	-4.740519226E-1	2.387019157E0	1.231367874E1	1.255186320E1
1.027853373E1	-6.584054828E-1	2.262520552E0	1.162414837E1	1.186057850E1
1.028053370E1	-7.326257229E-1	2.149993181E0	1.110221291E1	1.133218172E1
1.028253366E1	-6.919242740E-1	2.068590164E0	1.082448483E1	1.104206938E1
1.028453363E1	-4.381389022E-1	1.877054095E0	1.020678139E1	1.038718846E1
1.028653363E1	-1.867477298E-1	1.618480325E0	9.562741280E0	9.700534730E0
1.028853363E1	6.464344263E-2	1.345541358E0	8.918700218E0	9.019859971E0
1.029053279E1	1.508347094E-1	1.233013868E0	8.597877502E0	8.687149812E0
1.029253196E1	2.226607651E-1	1.051054597E0	8.056788445E0	8.128107629E0
1.029453149E1	2.442085743E-1	9.792284966E-1	7.824550629E0	7.889367454E0
1.029653066E1	3.184288144E-1	8.379706144E-1	7.381623268E0	7.435855952E0
1.029853069E1	2.920926213E-1	7.589619160E-1	7.063194275E0	7.109856163E0
1.030053072E1	2.274491638E-1	7.350199223E-1	6.962637901E0	7.005020625E0
1.030253072E1	-2.873042040E-2	6.799532771E-1	6.768707275E0	6.802834709E0
1.030453069E1	-5.482721925E-1	6.105214357E-1	6.634632111E0	6.685183772E0
1.030653066E1	-7.900865674E-1	5.913678408E-1	6.627449512E0	6.700525334E0
1.030853062E1	-1.149216771E0	5.817909837E-1	6.581959724E0	6.706815470E0
1.031053146E1	-1.436521053E0	6.057330370E-1	6.512527943E0	6.696530852E0
1.031253229E1	-1.527500629E0	6.057330370E-1	6.505345345E0	6.709671284E0
1.031453225E1	-1.582567334E0	5.674257874E-1	6.538864136E0	6.751535794E0
1.031653222E1	-1.606509328E0	5.099649429E-1	6.514922142E0	6.729423971E0
1.031853222E1	-1.577778935E0	3.854664862E-1	6.373664379E0	6.577352689E0
1.032053225E1	-1.508347034E0	2.920926213E-1	6.289866924E0	6.474786081E0
1.032253229E1	-1.204283476E0	7.182605099E-3	6.244377136E0	6.359449355E0
1.032453232E1	-9.600749016E-1	-1.843535304E-1	6.225223541E0	6.301518720E0
1.032653235E1	-4.213795066E-1	-6.272808313E-1	6.201281548E0	6.247154133E0
1.032853238E1	7.900865376E-2	-1.094150186E0	6.253953934E0	6.349436731E0
1.033053155E1	3.567360640E-1	-1.316810966E0	6.371270180E0	6.515699152E0
1.033253072E1	1.053448796E0	-1.690306425E0	7.120655060E0	7.393958254E0
1.033452988E1	2.149993181E0	-2.118868589E0	8.437465668E0	8.961188631E0
1.033652912E1	3.040636063E0	-2.489969730E0	9.620202065E0	1.039200196E1
1.033852912E1	5.047276497E0	-2.851494312E0	1.356105804E1	1.474816311E1
1.034052912E1	6.148609161E0	-2.389413357E0	1.598907757E1	1.729639536E1
1.034252912E1	6.050446987E0	-1.702277422E0	1.676479912E1	1.790430525E1
1.034452912E1	5.624279022E0	-1.319205165E0	1.688929749E1	1.784996320E1
1.034652912E1	4.436455727E0	-6.368576288E-1	1.652298355E1	1.712006754E1
1.034852912E1	3.696647406E0	-3.567360640E-1	1.571853256E1	1.615130733E1
1.035052995E1	3.519476414E0	-3.232172430E-1	1.534264278E1	1.574445525E1
1.035253078E1	3.306392431E0	-2.059013397E-1	1.475606346E1	1.512336058E1
1.035453162E1	3.114856482E0	6.943184882E-2	1.435114384E1	1.468545134E1
1.035653245E1	2.995146275E0	2.202665508E-1	1.417397308E1	1.448864837E1
1.035853241E1	2.540247917E0	5.434837937E-1	1.361373043E1	1.385936111E1
1.036053238E1	1.776497602E0	9.552865028E-1	1.285955620E1	1.301678538E1
1.036253235E1	1.364694953E0	1.158793569E0	1.251239777E1	1.263982962E1
1.036453235E1	5.075707436E-1	1.580173135E0	1.195215416E1	1.206683738E1
1.036653235E1	-2.298433632E-1	1.936909199E0	1.151401520E1	1.167805597E1
1.036853238E1	-5.434837937E-1	2.116474390E0	1.144458294E1	1.165132255E1
1.037053154E1	-1.065419793E0	2.403778553E0	1.149965000E1	1.179640712E1
1.037253071E1	-1.261744261E0	2.667140722E0	1.184680939E1	1.220870717E1
1.037452988E1	-1.628057122E0	2.762908697E0	1.207425880E1	1.249287638E1
1.037652904E1	-1.879448295E0	2.865859509E0	1.251239777E1	1.297326383E1
1.037852921E1	-2.047042370E0	2.889801502E0	1.298405552E1	1.345834436E1
1.038052921E1	-2.109291792E0	2.882618904E0	1.317559147E1	1.365118362E1
1.038252921E1	-2.166752577E0	2.832340717E0	1.351556778E1	1.397810942E1
1.038452918E1	-2.164358377E0	2.700659513E0	1.370471001E1	1.413495969E1
1.038652914E1	-2.159569979E0	2.619256735E0	1.380047798E1	1.421187675E1
1.038852911E1	-2.181117773E0	2.406172752E0	1.391061115E1	1.428467867E1
1.039052994E1	-2.229001760E0	2.176329374E0	1.378371811E1	1.413137443E1
1.039253077E1	-2.221819162E0	2.056619167E0	1.365682602E1	1.398839018E1
1.039453161E1	-2.197877169E0	1.843535304E0	1.329051304E1	1.359658131E1
1.039653237E1	-2.087743998E0	1.620874524E0	1.283800888E1	1.310726445E1
1.039853241E1	-2.013523579E0	1.513135433E0	1.261534786E1	1.286432500E1
1.040053284E1	-1.865083098E0	1.312022567E0	1.215087318E1	1.236299548E1
1.040253287E1	-1.702277422E0	1.158793569E0	1.177737713E1	1.195605131E1
1.040453290E1	-1.618480325E0	1.091755986E0	1.160738945E1	1.177042478E1
1.040653294E1	-1.438915253E0	9.935936928E-1	1.126262379E1	1.139756115E1
1.040853297E1	-1.280897856E0	9.026140571E-1	1.094419479E1	1.105580441E1
1.041053214E1	-1.185129881E0	8.690952063E-1	1.083166790E1	1.093091436E1
1.041253217E1	-1.031900883E0	8.355764151E-1	1.061858368E1	1.070127687E1
1.041453217E1	-9.121908545E-1	8.212111592E-1	1.044620132E1	1.051806075E1
1.041653217E1	-8.403648138E-1	8.164227605E-1	1.037916374E1	1.044508493E1
1.041853217E1	-7.110779285E-1	8.331822157E-1	1.034085655E1	1.039870851E1
1.042053217E1	-6.081272364E-1	8.619126081E-1	1.036958694E1	1.042310153E1
1.042253217E1	-5.650315881E-1	8.786720037E-1	1.037916374E1	1.043160415E1
1.042453217E1	-4.668693244E-1	9.121908545E-1	1.045338345E1	1.050348916E1
1.042653217E1	-3.758896589E-1	9.935936928E-1	1.055394077E1	1.060727049E1
1.042853214E1	-2.968810201E-1	9.816226959E-1	1.057309437E1	1.062271368E1
1.043053297E1	-2.346317619E-1	9.696516991E-1	1.062576675E1	1.067249716E1
1.043253380E1	-1.221042871E-1	9.481038451E-1	1.074068832E1	1.078314407E1
1.043453463E1	-5.985504389E-2	9.193734527E-1	1.078378391E1	1.082306914E1
1.043653547E1	3.351882473E-2	8.403648138E-1	1.074547672E1	1.077833969E1
1.043853530E1	1.053448766E-1	7.709329724E-1	1.066886234E1	1.069719865E1
1.044053527E1	1.460463107E-1	6.991068721E-1	1.059464169E1	1.061868694E1
1.044253523E1	2.370259613E-1	5.674257874E-1	1.040789413E1	1.042604497E1
1.044453523E1	3.543418646E-1	4.070142806E-1	1.015650272E1	1.017082919E1
1.044653527E1	4.094084799E-1	2.250549644E-1	9.931447983E0	9.942430491E0
1.044853530E1	4.932055473E-1	1.340752989E-1	9.804554939E0	9.817867663E0
1.045053446E1	6.009446383E-1	-6.703764945E-2	9.538799286E0	9.557945403E0
1.045253363E1	5.985504389E-1	-2.082955539E-1	9.459790230E0	9.480995774E0
1.045453366E1	5.339069963E-1	-6.105214357E-1	9.294589996E0	9.329908698E0
1.045653370E1	4.381389022E-1	-7.900865674E-1	9.079112053E0	9.123950797E0
1.045853370E1	3.567360640E-1	-8.068459630E-1	8.854057312E0	8.897898174E0
1.046053330E1	3.256114423E-1	-8.044517636E-1	8.753500938E0	8.796416551E0
1.046253326E1	2.801215947E-1	-7.661445141E-1	8.557176590E0	8.595970958E0
1.046453323E1	2.370259613E-1	-6.727706790E-1	8.353669167E0	8.384067643E0
1.046653319E1	2.561795712E-1	-6.009446383E-1	8.279448509E0	8.305180916E0
1.046853316E1	2.849099934E-1	-4.644751251E-1	8.195652008E0	8.213745959E0
1.047053399E1	3.256114423E-1	-3.519476354E-1	8.140584946E0	8.154692711E0
1.047253396E1	3.687070608E-1	-3.184288144E-1	8.128614426E0	8.143200494E0
1.047453396E1	4.764461517E-1	-2.346317619E-1	8.154950142E0	8.172225206E0
1.047653399E1	6.129156351E-1	-1.891419291E-1	8.226776123E0	8.251744399E0
1.047853402E1	6.679822803E-1	-1.819593310E-1	8.272266388E0	8.301186705E0
1.048053406E1	7.829039693E-1	-2.106897533E-1	8.308178902E0	8.347644306E0
1.048253409E1	7.876923680E-1	-2.130839527E-1	8.217199326E0	8.257616411E0
1.048453412E1	9.026140571E-1	-2.466027737E-1	8.262689590E0	8.315501448E0
1.048653416E1	1.180341482E0	-3.303998411E-1	8.617031097E0	8.703769011E0
1.048853419E1	1.422155857E0	-4.165911078E-1	9.186851501E0	9.305606694E0
1.049053336E1	1.637633920E0	-4.812345505E-1	9.771036148E0	9.919000905E0
1.049253249E1	2.499546528E0	-5.841852427E-1	1.209820080E1	1.236751664E1
1.049453162E1	2.952050686E0	-7.326257229E-1	1.483986092E1	1.514836017E1
1.049653232E1	3.536235809E0	-8.259995580E-1	1.583345413E1	1.624455320E1
1.049853232E1	3.746925592E0	-1.055842996E0	1.657326317E1	1.702431520E1
1.050053232E1	3.550601006E0	-1.357512355E0	1.558685207E1	1.604367679E1
1.050253232E1	3.327940464E0	-1.513135433E0	1.462887192E1	1.507874863E1
1.050453232E1	3.014299870E0	-1.719036818E0	1.278054810E1	1.324324359E1
1.050653229E1	3.086126089E0	-1.795651317E0	1.161696625E1	1.215328938E1
1.050853225E1	3.229778051E0	-1.793257117E0	1.135599804E1	1.194177243E1
1.051053309E1	3.435679436E0	-1.697489023E0	1.116925049E1	1.180836647E1
1.051253392E1	3.464409828E0	-1.520318031E0	1.133923817E1	1.195373685E1
1.051453389E1	3.438073635E0	-1.426944256E0	1.154035187E1	1.212585013E1
1.051653385E1	3.289633036E0	-1.247379065E0	1.204552841E1	1.254880053E1
1.051853292E1	3.057395458E0	-1.079784989E0	1.251479149E1	1.292801642E1
1.052053288E1	2.973598480E0	-1.005564690E0	1.269914532E1	1.308135085E1
1.052253288E1	2.810792685E0	-9.050082564E-1	1.290504646E1	1.323857317E1
1.052453292E1	2.557007313E0	-8.403648138E-1	1.282603741E1	1.310540862E1
1.052653295E1	2.408566952E0	-8.116343617E-1	1.270632744E1	1.295803620E1
1.052853298E1	2.171540976E0	-7.637503147E-1	1.245254230E1	1.266351905E1
1.053053215E1	1.836352706E0	-7.374141216E-1	1.211256599E1	1.227315061E1
1.053253132E1	1.637633920E0	-7.469909191E-1	1.194018269E1	1.207509018E1
1.053453048E1	1.247379065E0	-7.445967197E-1	1.155711079E1	1.164805514E1
1.053652961E1	7.996633649E-1	-7.110779285E-1	1.123868179E1	1.128951114E1
1.053852961E1	5.770025849E-1	-5.985504389E-1	1.109742451E1	1.112852305E1
1.054052958E1	2.011129409E-1	-5.267243981E-1	1.084363842E1	1.085828620E1
1.054252955E1	-7.661445439E-2	-3.830722570E-1	1.058267117E1	1.058987928E1
1.054452951E1	-1.963245422E-1	-3.064578176E-1	1.047493172E1	1.048125251E1
1.054652948E1	-3.687070608E-1	-1.292868853E-1	1.025466537E1	1.026210612E1
1.054852944E1	-4.668693244E-1	6.943184882E-2	1.001524544E1	1.002636170E1
1.055053028E1	-5.123591423E-1	1.675941199E-1	9.912294388E0	9.926942113E0
1.055253114E1	-6.296750307E-1	3.423708379E-1	9.730335236E0	9.756696789E0
1.055453204E1	-8.523358107E-1	3.950432837E-1	9.584288597E0	9.630219283E0
1.055653138E1	-8.954314590E-1	4.381389022E-1	9.483732224E0	9.535981338E0
1.055853141E1	-9.002198577E-1	5.674257874E-1	9.263465881E0	9.324385661E0
1.056053144E1	-8.331822157E-1	7.278373241E-1	9.079112053E0	9.146267842E0
1.056253148E1	-7.876923680E-1	8.044517636E-1	8.988132477E0	9.058373327E0
1.056453151E1	-7.230489254E-1	9.289502501E-1	8.882787704E0	8.960450085E0
1.056653154E1	-6.009446383E-1	9.696516991E-1	8.976161003E0	9.048360361E0
1.056853157E1	-4.908113480E-1	1.019929886E0	8.937853813E0	9.009238788E0
1.057053071E1	-4.453215301E-1	1.055842996E0	8.889969826E0	8.963519353E0
1.057252984E1	-3.423708379E-1	1.125274777E0	8.767866135E0	8.846408179E0
1.057452897E1	-3.016694188E-1	1.165976286E0	8.691251755E0	8.774301237E0
1.057652811E1	-2.011129409E-1	1.290474772E0	8.533234596E0	8.632604719E0
1.057852901E1	-9.576806426E-2	1.398213744E0	8.368034363E0	8.484584391E0
1.058052861E1	-5.267243832E-2	1.496376038E0	8.274660110E0	8.409037732E0
1.058252861E1	7.900865376E-2	1.549048543E0	8.075942039E0	8.223541426E0
1.058452857E1	1.843535304E-1	1.683123827E0	7.917924404E0	8.096938861E0
1.058652854E1	2.657563984E-1	1.802833915E0	7.750329971E0	7.961686458E0
1.058852850E1	3.687070608E-1	1.896207690E0	7.601889610E0	7.843486097E0
1.059052934E1	4.261679053E-1	1.941697598E0	7.539640427E0	7.797306356E0
1.059253017E1	5.075707436E-1	2.035071373E0	7.410353661E0	7.701459922E0
1.059453100E1	5.698199868E-1	2.066195965E0	7.355287075E0	7.661208034E0
1.059653184E1	7.182605267E-1	2.102109194E0	7.257124424E0	7.589506977E0
1.059853180E1	8.786720037E-1	2.140416384E0	7.197269440E0	7.560035329E0
1.060053180E1	9.648633003E-1	2.176329374E0	7.146991253E0	7.533050823E0
1.060253184E1	1.130063176E0	2.200271368E0	7.051223278E0	7.472481957E0
1.060453187E1	1.256955862E0	2.202665567E0	6.936301708E0	7.385387940E0
1.060653190E1	1.307234168E0	2.188300371E0	6.871658325E0	7.329202400E0
1.060853193E1	1.388636947E0	2.152387381E0	6.747159481E0	7.217010813E0
1.061053110E1	1.403002143E0	2.097320795E0	6.620266914E0	7.084850284E0
1.061253113E1	1.403002143E0	2.075772762E0	6.569988728E0	7.031500512E0
1.061453113E1	1.101332784E0	2.444479942E0	6.423942566E0	6.960995200E0
1.061653113E1	9.217676520E-1	2.719813108E0	6.383241177E0	6.999486186E0
1.061853110E1	9.050082564E-1	2.736572504E0	6.402394772E0	7.021291037E0
1.062053107E1	8.954314590E-1	2.633621931E0	6.452672958E0	7.026716892E0
