"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.278529360E0	-1.388636976E-1	-3.519476354E-1	3.591302410E-2	3.800526410E-1
2.280529326E0	-1.268926859E-1	-3.543418646E-1	3.112462163E-2	3.776620881E-1
2.282529292E0	-1.173158810E-1	-3.543418646E-1	2.633621916E-2	3.741854745E-1
2.284529258E0	-1.101332754E-1	-3.543418646E-1	2.394201607E-2	3.718342581E-1
2.286529258E0	-1.029506698E-1	-3.519476354E-1	2.154781483E-2	3.673285815E-1
2.288529258E0	-9.337386489E-2	-3.519476354E-1	1.675941236E-2	3.645088402E-1
2.290528424E0	-8.619125932E-2	-3.519476354E-1	1.436521020E-2	3.626326385E-1
2.292527590E0	-7.900865376E-2	-3.519476354E-1	1.197100803E-2	3.609055423E-1
2.294526756E0	-7.422025502E-2	-3.519476354E-1	9.576806799E-3	3.598159245E-1
2.296526789E0	-6.943184882E-2	-3.495534360E-1	7.182605099E-3	3.564547322E-1
2.298526822E0	-6.703764945E-2	-3.495534360E-1	7.182605099E-3	3.559961248E-1
2.300526855E0	-6.464344263E-2	-3.495534360E-1	4.788403399E-3	3.555127398E-1
2.302526855E0	-5.985504389E-2	-3.519476354E-1	2.394201700E-3	3.570090987E-1
2.304526821E0	-5.746084079E-2	-3.519476354E-1	0.000000000E0	3.566074681E-1
2.306526787E0	-5.506663769E-2	-3.543418646E-1	-2.394201700E-3	3.586031564E-1
2.308526753E0	-5.267243832E-2	-3.543418646E-1	0.000000000E0	3.582353176E-1
2.310527586E0	-5.027823523E-2	-3.519476354E-1	2.394201700E-3	3.555288613E-1
2.312528419E0	-5.267243832E-2	-3.519476354E-1	2.394201700E-3	3.558753378E-1
2.314528385E0	-5.267243832E-2	-3.567360640E-1	2.394201700E-3	3.606116156E-1
2.316528351E0	-5.267243832E-2	-3.591302633E-1	2.394201700E-3	3.629802529E-1
2.318528351E0	-5.506663769E-2	-3.567360640E-1	2.394201700E-3	3.609690930E-1
2.320528384E0	-5.985504389E-2	-3.567360640E-1	0.000000000E0	3.617226086E-1
2.322528417E0	-6.464344263E-2	-3.591302633E-1	-2.394201700E-3	3.649096503E-1
2.324528450E0	-6.703764945E-2	-3.591302633E-1	-2.394201700E-3	3.653413810E-1
2.326528483E0	-6.703764945E-2	-3.519476354E-1	-2.394201700E-3	3.582832912E-1
2.328528516E0	-6.943184882E-2	-3.495534360E-1	-2.394201700E-3	3.563904018E-1
2.330527682E0	-7.182604820E-2	-3.471592367E-1	-2.394201700E-3	3.545197442E-1
2.332526848E0	-7.422025502E-2	-3.471592367E-1	-2.394201700E-3	3.550125548E-1
2.334526014E0	-7.900865376E-2	-3.495534360E-1	-2.394201700E-3	3.583792743E-1
2.336525180E0	-8.619125932E-2	-3.519476354E-1	-2.394201700E-3	3.623559072E-1
2.338525180E0	-9.576806426E-2	-3.495534360E-1	-2.394201700E-3	3.624429044E-1
2.340525180E0	-1.029506698E-1	-3.447650373E-1	0.000000000E0	3.598079646E-1
2.342525180E0	-1.125274822E-1	-3.423708379E-1	2.394201700E-3	3.603969438E-1
2.344525180E0	-1.221042871E-1	-3.399766386E-1	4.788403399E-3	3.612706749E-1
2.346525180E0	-1.316810995E-1	-3.375824392E-1	7.182605099E-3	3.624271031E-1
2.348525180E0	-1.412578970E-1	-3.375824392E-1	9.576806799E-3	3.660702282E-1
2.350526013E0	-1.532289088E-1	-3.351882398E-1	1.197100803E-2	3.687459283E-1
2.352526846E0	-1.651999205E-1	-3.351882398E-1	1.197100803E-2	3.738789575E-1
2.354527679E0	-1.795651317E-1	-3.327940404E-1	1.436521020E-2	3.784202282E-1
2.356527645E0	-1.915361285E-1	-3.327940404E-1	1.675941236E-2	3.843420869E-1
2.358527611E0	-2.082955539E-1	-3.303998411E-1	1.915361360E-2	3.910472525E-1
2.360527577E0	-2.250549644E-1	-3.256114423E-1	2.154781483E-2	3.964049151E-1
2.362527543E0	-2.442085743E-1	-3.256114423E-1	2.154781483E-2	4.075842826E-1
2.364527543E0	-2.633621991E-1	-3.280056417E-1	2.633621916E-2	4.214747268E-1
2.366527543E0	-2.777273953E-1	-3.327940404E-1	3.112462163E-2	4.345723433E-1
2.368527576E0	-2.944868207E-1	-3.351882398E-1	3.591302410E-2	4.476196923E-1
2.370526742E0	-3.088520169E-1	-3.351882398E-1	4.070143029E-2	4.575995311E-1
2.372525908E0	-3.280056417E-1	-3.351882398E-1	4.548983276E-2	4.711774421E-1
2.374525074E0	-3.519476354E-1	-3.303998411E-1	5.027823523E-2	4.853443046E-1
2.376524207E0	-3.734954596E-1	-3.256114423E-1	5.506663769E-2	4.985519073E-1
2.378523373E0	-3.902548850E-1	-3.256114423E-1	5.985504389E-2	5.117658770E-1
2.380523373E0	-4.094084799E-1	-3.280056417E-1	6.464344263E-2	5.285657756E-1
2.382523373E0	-4.285621047E-1	-3.327940404E-1	6.943184882E-2	5.470266288E-1
2.384523339E0	-4.453215301E-1	-3.351882398E-1	7.422025502E-2	5.622909101E-1
2.386523305E0	-4.668693244E-1	-3.375824392E-1	7.661445439E-2	5.812044769E-1
2.388523271E0	-4.908113480E-1	-3.399766386E-1	7.900865376E-2	6.022642787E-1
2.390524104E0	-5.147533417E-1	-3.423708379E-1	8.140286058E-2	6.235504945E-1
2.392524937E0	-5.434837937E-1	-3.447650373E-1	8.619125932E-2	6.493585282E-1
2.394525770E0	-5.722141862E-1	-3.447650373E-1	9.097966552E-2	6.742175505E-1
2.396526603E0	-5.985504389E-1	-3.471592367E-1	9.337386489E-2	6.982126053E-1
2.398526636E0	-6.248866320E-1	-3.519476354E-1	9.576806426E-2	7.235481760E-1
2.400526669E0	-6.512228847E-1	-3.543418646E-1	9.816227108E-2	7.478537517E-1
2.402526702E0	-6.775590777E-1	-3.543418646E-1	1.029506698E-1	7.715201237E-1
2.404526735E0	-7.038952708E-1	-3.591302633E-1	1.053448766E-1	7.972080289E-1
2.406526768E0	-7.302315235E-1	-3.639186621E-1	1.101332754E-1	8.232886547E-1
2.408526801E0	-7.541735172E-1	-3.687070608E-1	1.149216816E-1	8.473072546E-1
2.410525967E0	-7.829039693E-1	-3.758896589E-1	1.221042871E-1	8.770069086E-1
2.412526000E0	-8.092401624E-1	-3.782838583E-1	1.292868853E-1	9.025981479E-1
2.414526000E0	-8.355764151E-1	-3.854664862E-1	1.316810995E-1	9.295763924E-1
2.416526000E0	-8.667010069E-1	-3.950432837E-1	1.364694983E-1	9.622129470E-1
2.418526000E0	-9.002198577E-1	-4.070142806E-1	1.412578970E-1	9.980031113E-1
2.420526000E0	-9.289502501E-1	-4.165911078E-1	1.436520964E-1	1.028169560E0
2.422526000E0	-9.600749016E-1	-4.237737060E-1	1.460463107E-1	1.059555329E0
2.424526000E0	-9.888052940E-1	-4.357447028E-1	1.532289088E-1	1.091369990E0
2.426526000E0	-1.015141487E0	-4.477157295E-1	1.628057212E-1	1.121368501E0
2.428525966E0	-1.043871999E0	-4.596867263E-1	1.723825186E-1	1.153558134E0
2.430526799E0	-1.074996591E0	-4.740519226E-1	1.771709323E-1	1.188163471E0
2.432527632E0	-1.103726983E0	-4.836287498E-1	1.819593310E-1	1.218695704E0
2.434528465E0	-1.132457376E0	-4.932055473E-1	1.867477298E-1	1.249234219E0
2.436529331E0	-1.163581967E0	-5.075707436E-1	1.915361285E-1	1.283836883E0
2.438530164E0	-1.189918280E0	-5.219359994E-1	1.939303428E-1	1.313747189E0
2.440530130E0	-1.221042871E0	-5.386953950E-1	1.987187415E-1	1.349306326E0
2.442530096E0	-1.247379065E0	-5.554547906E-1	2.035071403E-1	1.380543267E0
2.444530096E0	-1.271321058E0	-5.722141862E-1	2.082955539E-1	1.409635891E0
2.446530129E0	-1.300051570E0	-5.817909837E-1	2.130839527E-1	1.440145688E0
2.448530162E0	-1.333570361E0	-5.961562395E-1	2.178723514E-1	1.476915885E0
2.450529328E0	-1.364694953E0	-6.105214357E-1	2.226607651E-1	1.511524580E0
2.452528494E0	-1.393425345E0	-6.320692301E-1	2.250549644E-1	1.546543062E0
2.454528994E0	-1.422155857E0	-6.512228847E-1	2.274491638E-1	1.580617490E0
2.456529027E0	-1.448492050E0	-6.631938815E-1	2.298433632E-1	1.609591040E0
2.458529027E0	-1.479616642E0	-6.775590777E-1	2.322375625E-1	1.643863132E0
2.460529027E0	-1.510741234E0	-6.967126727E-1	2.370259613E-1	1.680454977E0
2.462528993E0	-1.541865945E0	-7.134721279E-1	2.418143749E-1	1.716061555E0
2.464528959E0	-1.572990537E0	-7.350199223E-1	2.394201756E-1	1.752676677E0
2.466528925E0	-1.604115129E0	-7.589619160E-1	2.418143749E-1	1.791000482E0
2.468528891E0	-1.635239720E0	-7.805097699E-1	2.442085743E-1	1.828344134E0
2.470529724E0	-1.661576033E0	-7.996633649E-1	2.466027737E-1	1.860405692E0
2.472529690E0	-1.687912226E0	-8.212111592E-1	2.489969730E-1	1.893524476E0
2.474529690E0	-1.709460020E0	-8.427590132E-1	2.513911724E-1	1.922418746E0
2.476529723E0	-1.738190413E0	-8.619126081E-1	2.561795712E-1	1.956994437E0
2.478529756E0	-1.769315004E0	-8.834604025E-1	2.585737705E-1	1.994451870E0
2.480529789E0	-1.798045516E0	-9.074024558E-1	2.561795712E-1	2.030264728E0
2.482529822E0	-1.826775908E0	-9.289502501E-1	2.561795712E-1	2.065353907E0
2.484529855E0	-1.855506301E0	-9.552865028E-1	2.609679997E-1	2.103230903E0
2.486529888E0	-1.879448295E0	-9.840168953E-1	2.609679997E-1	2.137456301E0
2.488529921E0	-1.903390408E0	-1.007958889E0	2.609679997E-1	2.169557665E0
2.490529087E0	-1.927332401E0	-1.031900883E0	2.609679997E-1	2.201711587E0
2.492528220E0	-1.951274395E0	-1.053448796E0	2.609679997E-1	2.232785352E0
2.494527353E0	-1.975216389E0	-1.079784989E0	2.609679997E-1	2.266168507E0
2.496526553E0	-2.001552582E0	-1.103726983E0	2.609679997E-1	2.300549997E0
2.498526553E0	-2.020706177E0	-1.132457376E0	2.609679997E-1	2.331055009E0
2.500526553E0	-2.037465572E0	-1.158793569E0	2.585737705E-1	2.358162184E0
2.502526553E0	-2.056619167E0	-1.192312479E0	2.585737705E-1	2.391265741E0
2.504526553E0	-2.075772762E0	-1.221042871E0	2.537853718E-1	2.421607993E0
2.506526519E0	-2.094926596E0	-1.247379065E0	2.489969730E-1	2.450851171E0
2.508526485E0	-2.121262789E0	-1.276109457E0	2.489969730E-1	2.488013396E0
2.510527318E0	-2.142810583E0	-1.302445769E0	2.513911724E-1	2.520158665E0
2.512528151E0	-2.161964178E0	-1.323993564E0	2.537853718E-1	2.547833409E0
2.514527651E0	-2.178723574E0	-1.350329757E0	2.537853718E-1	2.575778305E0
2.516527617E0	-2.195482969E0	-1.379060149E0	2.537853718E-1	2.605064179E0
2.518527583E0	-2.209848166E0	-1.405396342E0	2.537853718E-1	2.631154653E0
2.520527549E0	-2.224213362E0	-1.431732655E0	2.537853718E-1	2.657327697E0
2.522527549E0	-2.238578558E0	-1.458068848E0	2.513911724E-1	2.683355408E0
2.524527582E0	-2.248155355E0	-1.479616642E0	2.513911724E-1	2.703084429E0
2.526527615E0	-2.260126352E0	-1.505952835E0	2.489969730E-1	2.727281533E0
2.528527648E0	-2.276885748E0	-1.529894829E0	2.466027737E-1	2.754196766E0
2.530526814E0	-2.288856745E0	-1.551442742E0	2.442085743E-1	2.775874206E0
2.532525980E0	-2.298433542E0	-1.572990537E0	2.418143749E-1	2.795634126E0
2.534525146E0	-2.305616140E0	-1.596932530E0	2.370259613E-1	2.814647509E0
2.536524279E0	-2.312798738E0	-1.620874524E0	2.322375625E-1	2.833761901E0
2.538524279E0	-2.324769735E0	-1.644816518E0	2.298433632E-1	2.857062070E0
2.540524245E0	-2.331952572E0	-1.671152830E0	2.274491638E-1	2.877931149E0
2.542524211E0	-2.339135170E0	-1.695094824E0	2.274491638E-1	2.897694416E0
2.544524177E0	-2.346317768E0	-1.716642618E0	2.250549644E-1	2.915942161E0
2.546524143E0	-2.355894566E0	-1.733402014E0	2.226607651E-1	2.933342728E0
2.548524109E0	-2.363077164E0	-1.752555609E0	2.202665508E-1	2.950271546E0
2.550524942E0	-2.367865562E0	-1.769315004E0	2.202665508E-1	2.964081689E0
2.552525808E0	-2.372653961E0	-1.788468719E0	2.202665508E-1	2.979366465E0
2.554526708E0	-2.375048161E0	-1.805228114E0	2.178723514E-1	2.991182153E0
2.556527541E0	-2.382230759E0	-1.826775908E0	2.154781520E-1	3.009744913E0
2.558527574E0	-2.387019157E0	-1.845929503E0	2.154781520E-1	3.025185453E0
2.560527607E0	-2.391807556E0	-1.862688899E0	2.154781520E-1	3.039207817E0
2.562527640E0	-2.396595955E0	-1.877054095E0	2.130839527E-1	3.051623997E0
2.564527673E0	-2.398990154E0	-1.893813491E0	2.059013397E-1	3.063344359E0
2.566527706E0	-2.401384354E0	-1.908178806E0	1.987187415E-1	3.073643166E0
2.568527739E0	-2.403778553E0	-1.920149803E0	1.915361285E-1	3.082501044E0
2.570526872E0	-2.403778553E0	-1.934514999E0	1.867477298E-1	3.091176852E0
2.572526005E0	-2.406172752E0	-1.944091797E0	1.843535304E-1	3.098894392E0
2.574525138E0	-2.410961151E0	-1.956062794E0	1.795651317E-1	3.109848704E0
2.576524271E0	-2.410961151E0	-1.970427990E0	1.771709323E-1	3.118767333E0
2.578523371E0	-2.410961151E0	-1.982398987E0	1.747767180E-1	3.126209577E0
2.580522971E0	-2.403778553E0	-1.994369984E0	1.723825186E-1	3.128158995E0
2.582522971E0	-2.401384354E0	-2.011129379E0	1.723825186E-1	3.137037444E0
2.584522937E0	-2.403778553E0	-2.027888775E0	1.723825186E-1	3.149634891E0
2.586522903E0	-2.406172752E0	-2.037465572E0	1.723825186E-1	3.157633450E0
2.588522869E0	-2.406172752E0	-2.044648170E0	1.699883193E-1	3.162143179E0
2.590523702E0	-2.403778553E0	-2.051830769E0	1.675941199E-1	3.164845750E0
2.592524535E0	-2.406172752E0	-2.056619167E0	1.628057212E-1	3.169519745E0
2.594525368E0	-2.408566952E0	-2.063801765E0	1.604115069E-1	3.175878515E0
2.596526201E0	-2.408566952E0	-2.073378563E0	1.580173075E-1	3.181990398E0
2.598526167E0	-2.406172752E0	-2.082955360E0	1.556231081E-1	3.186312744E0
2.600526167E0	-2.403778553E0	-2.087743998E0	1.508347094E-1	3.187409205E0
2.602526200E0	-2.398990154E0	-2.090138197E0	1.460463107E-1	3.185146930E0
2.604526433E0	-2.394201756E0	-2.094926596E0	1.412578970E-1	3.184473784E0
2.606526466E0	-2.389413357E0	-2.102109194E0	1.364694983E-1	3.185401572E0
2.608526499E0	-2.384624958E0	-2.102109194E0	1.316810995E-1	3.181609524E0
2.610525632E0	-2.382230759E0	-2.104503393E0	1.292868853E-1	3.181300523E0
2.612525665E0	-2.375048161E0	-2.106897593E0	1.244984865E-1	3.177321372E0
2.614525665E0	-2.370259762E0	-2.106897593E0	1.173158810E-1	3.173469997E0
2.616525665E0	-2.367865562E0	-2.104503393E0	1.101332754E-1	3.169834569E0
2.618525631E0	-2.365471363E0	-2.104503393E0	1.053448766E-1	3.167883654E0
2.620525597E0	-2.363077164E0	-2.104503393E0	1.005564705E-1	3.165940590E0
2.622525563E0	-2.358288765E0	-2.102109194E0	9.576806426E-2	3.160626597E0
2.624525529E0	-2.353500366E0	-2.099714994E0	9.097966552E-2	3.155320005E0
2.626525495E0	-2.351106167E0	-2.094926596E0	8.858546615E-2	3.150280152E0
2.628525461E0	-2.346317768E0	-2.090138197E0	8.379705995E-2	3.143390955E0
2.630526327E0	-2.341529369E0	-2.082955360E0	8.140286058E-2	3.134978349E0
2.632527193E0	-2.334346771E0	-2.080561161E0	7.661445439E-2	3.127903350E0
2.634528059E0	-2.329558372E0	-2.078166962E0	6.943184882E-2	3.122569601E0
2.636528925E0	-2.322375536E0	-2.073378563E0	6.224924326E-2	3.113872471E0
2.638529825E0	-2.315192938E0	-2.063801765E0	5.267243832E-2	3.101962355E0
2.640530225E0	-2.310404539E0	-2.056619167E0	4.309562966E-2	3.093462262E0
2.642530225E0	-2.308010340E0	-2.049436569E0	3.351882473E-2	3.086782385E0
2.644530225E0	-2.300827742E0	-2.042253971E0	2.154781483E-2	3.076536021E0
2.646530225E0	-2.293645144E0	-2.035071373E0	1.197100803E-2	3.066344215E0
2.648530258E0	-2.288856745E0	-2.027888775E0	2.394201700E-3	3.057973809E0
2.650529424E0	-2.281674147E0	-2.015917778E0	-7.182605099E-3	3.044669603E0
2.652528590E0	-2.274491549E0	-2.006340981E0	-1.675941236E-2	3.032984803E0
2.654528623E0	-2.264914751E0	-1.991975784E0	-2.873042040E-2	3.016393839E0
2.656528656E0	-2.257732153E0	-1.980004787E0	-4.070143029E-2	3.003236594E0
2.658528689E0	-2.250549555E0	-1.968033791E0	-5.267243832E-2	2.990134560E0
2.660528722E0	-2.240972757E0	-1.953668594E0	-6.464344263E-2	2.973711259E0
2.662528722E0	-2.229001760E0	-1.939303398E0	-7.661445439E-2	2.955539933E0
2.664528488E0	-2.221819162E0	-1.924938202E0	-8.858546615E-2	2.941039758E0
2.666528454E0	-2.214636564E0	-1.910573006E0	-9.816227108E-2	2.926523561E0
2.668528420E0	-2.212242365E0	-1.893813491E0	-1.125274822E-1	2.914310940E0
2.670528986E0	-2.207453966E0	-1.879448295E0	-1.268926859E-1	2.901944289E0
2.672528952E0	-2.195482969E0	-1.860294700E0	-1.436520964E-1	2.881228516E0
2.674528918E0	-2.185906172E0	-1.841141105E0	-1.604115069E-1	2.862467155E0
2.676528884E0	-2.176329374E0	-1.821987510E0	-1.747767180E-1	2.843693889E0
2.678528884E0	-2.169146776E0	-1.805228114E0	-1.867477298E-1	2.828236375E0
2.680528917E0	-2.159569979E0	-1.790862918E0	-1.987187415E-1	2.812547177E0
2.682528950E0	-2.149993181E0	-1.774103403E0	-2.130839527E-1	2.795589086E0
2.684528983E0	-2.140416384E0	-1.752555609E0	-2.274491638E-1	2.775710104E0
2.686529016E0	-2.128445387E0	-1.728613615E0	-2.418143749E-1	2.752609487E0
2.688529049E0	-2.121262789E0	-1.707065821E0	-2.585737705E-1	2.735084995E0
2.690528215E0	-2.114080191E0	-1.687912226E0	-2.729389966E-1	2.718984816E0
2.692527381E0	-2.104503393E0	-1.666364431E0	-2.873041928E-1	2.699675656E0
2.694526547E0	-2.094926596E0	-1.644816518E0	-2.992752194E-1	2.680243361E0
2.696526547E0	-2.085349798E0	-1.623268723E0	-3.136404157E-1	2.661213152E0
2.698526547E0	-2.075772762E0	-1.599326730E0	-3.375824392E-1	2.642090167E0
2.700526547E0	-2.068590164E0	-1.577778935E0	-3.543418646E-1	2.625644643E0
2.702526547E0	-2.056619167E0	-1.553836942E0	-3.734954596E-1	2.604532683E0
2.704526547E0	-2.042253971E0	-1.529894829E0	-3.950432837E-1	2.582138390E0
2.706526547E0	-2.027888775E0	-1.510741234E0	-4.141969085E-1	2.562465812E0
2.708526513E0	-2.013523579E0	-1.491587639E0	-4.333505034E-1	2.543010725E0
2.710527346E0	-2.001552582E0	-1.470039845E0	-4.572925270E-1	2.525142835E0
2.712528179E0	-1.991975784E0	-1.448492050E0	-4.788403511E-1	2.509060547E0
2.714528145E0	-1.977610588E0	-1.426944256E0	-5.003881454E-1	2.489478227E0
2.716528111E0	-1.963245392E0	-1.403002143E0	-5.219359994E-1	2.468838729E0
2.718528077E0	-1.953668594E0	-1.374271750E0	-5.458779931E-1	2.450189096E0
2.720528043E0	-1.944091797E0	-1.347935557E0	-5.674257874E-1	2.432775207E0
2.722528009E0	-1.934514999E0	-1.319205165E0	-5.937620401E-1	2.415616673E0
2.724528009E0	-1.922544003E0	-1.292868972E0	-6.224924326E-1	2.398996134E0
2.726528042E0	-1.910573006E0	-1.266532660E0	-6.512228847E-1	2.382957287E0
2.728528075E0	-1.896207690E0	-1.240196466E0	-6.847416759E-1	2.366973182E0
2.730527541E0	-1.881842494E0	-1.213860273E0	-7.182605267E-1	2.351741083E0
2.732526707E0	-1.869871497E0	-1.187524080E0	-7.565677166E-1	2.340732272E0
2.734525873E0	-1.857900500E0	-1.158793569E0	-8.068459630E-1	2.333580342E0
2.736525039E0	-1.843535304E0	-1.146822572E0	-8.738836050E-1	2.340405303E0
2.738525072E0	6.464344859E-1	-4.441244125E0	-3.888183594E0	5.938055118E0
2.740525072E0	1.145176601E1	-1.537855625E1	-1.461450672E1	2.410864459E1
2.742525038E0	2.364573479E1	-2.701228142E1	-2.632035637E1	4.451455133E1
2.744525004E0	3.399137878E1	-3.680007553E1	-3.620631409E1	6.181065095E1
2.746524970E0	4.271375656E1	-4.499094009E1	-4.450491714E1	7.635009719E1
2.748524936E0	4.980089188E1	-5.163484955E1	-5.124220276E1	8.815923016E1
2.750525769E0	5.513307953E1	-5.696464157E1	-5.664860916E1	9.743557752E1
2.752526602E0	5.687126923E1	-6.124068832E1	-6.098450851E1	1.034595257E2
2.754527435E0	5.673479843E1	-6.466469574E1	-6.445639801E1	1.074941276E2
2.756527435E0	5.596386719E1	-6.740366364E1	-6.723606873E1	1.104350363E2
2.758527468E0	5.340655899E1	-6.959435272E1	-6.939803314E1	1.118558066E2
2.760527501E0	4.921670532E1	-7.134690857E1	-6.912748718E1	1.108660224E2
2.762527534E0	4.479222107E1	-7.274991608E1	-6.681708527E1	1.084592838E2
2.764527567E0	3.976170349E1	-7.387309265E1	-6.008428574E1	1.031908343E2
2.766527600E0	3.511455917E1	-7.477091980E1	-5.034677124E1	9.673944432E1
2.768527633E0	3.133142090E1	-7.548918152E1	-4.129638672E1	9.157328223E1
2.770526799E0	2.826205444E1	-7.606378937E1	-3.303369904E1	8.761089571E1
2.772525965E0	2.579363251E1	-7.652347565E1	-2.619585800E1	8.489627070E1
2.774525098E0	2.383008766E1	-7.688978577E1	-2.071523094E1	8.312059327E1
2.776524231E0	2.226428032E1	-7.718427277E1	-1.631229401E1	8.197073305E1
2.778524231E0	2.094507408E1	-7.741890717E1	-1.267999172E1	8.119830974E1
2.780524231E0	1.921406746E1	-7.745002747E1	-8.779836655E0	8.027934152E1
2.782524231E0	1.416200256E1	-7.267090607E1	-4.788403511E-1	7.403953129E1
2.784524231E0	5.820603371E0	-5.781219101E1	1.145655441E1	5.922314997E1
2.786524197E0	-1.982398987E0	-4.037701416E1	2.276706314E1	4.639582247E1
2.788524163E0	-8.260294914E0	-1.939363289E1	3.308397675E1	3.922875203E1
2.790524996E0	-1.217481518E1	-5.243301988E-1	3.996521378E1	4.178180655E1
2.792525829E0	-1.433199024E1	1.445648956E1	4.444266891E1	4.888299147E1
2.794526662E0	-1.374541092E1	2.429456329E1	4.608748627E1	5.388152297E1
2.796527495E0	-1.134163284E1	2.938972282E1	4.556794357E1	5.539698480E1
2.798527461E0	-8.667309761E0	3.195151901E1	4.433971786E1	5.533563414E1
2.800527427E0	-5.597942829E0	3.131705666E1	4.175368118E1	5.249252227E1
2.802527427E0	-3.122039080E0	2.874568367E1	3.787746811E1	4.765253454E1
2.804527460E0	-1.367089152E0	2.590855408E1	3.392913055E1	4.271191880E1
2.806527493E0	-5.171475410E-1	2.240314293E1	2.943042564E1	3.699078545E1
2.808527526E0	-3.974374831E-1	1.874240875E1	2.469469452E1	3.100425422E1
2.810526692E0	-5.099649429E-1	1.550065994E1	2.047820663E1	2.568827495E1
2.812526725E0	-8.283938169E-1	1.255070496E1	1.666663742E1	2.088021154E1
2.814526758E0	-1.180341482E0	1.009904194E1	1.346529007E1	1.687299294E1
2.816526791E0	-1.474828243E0	8.116642952E0	1.087236881E1	1.364783553E1
2.818526791E0	-1.726219416E0	6.517316341E0	8.796596527E0	1.108311131E1
2.820526757E0	-1.936909199E0	5.231629848E0	7.123049259E0	9.047618408E0
2.822526923E0	-2.099714994E0	4.201824188E0	5.787084579E0	7.453487606E0
2.824526889E0	-2.240972757E0	3.375824451E0	4.692635536E0	6.199917572E0
2.826526855E0	-2.348711967E0	2.705447912E0	3.794809580E0	5.218857735E0
2.828526821E0	-2.449268341E0	2.169146776E0	3.076549292E0	4.491020896E0
2.830527654E0	-2.535459518E0	1.738190413E0	2.504334927E0	3.965041526E0
2.832528487E0	-2.602497339E0	1.386242747E0	2.039859772E0	3.585483126E0
2.834529353E0	-2.667140722E0	1.103726983E0	1.668758631E0	3.334157803E0
2.836530253E0	-2.729389906E0	8.667010069E-1	1.376665950E0	3.177412317E0
2.838530286E0	-2.784456491E0	6.727706790E-1	1.139639974E0	3.082952742E0
2.840530319E0	-2.837129116E0	5.147533417E-1	9.481038451E-1	3.035320992E0
2.842530352E0	-2.880224705E0	3.878606856E-1	7.972691655E-1	3.013597250E0
2.844530385E0	-2.928108692E0	2.849099934E-1	6.727706790E-1	3.017882470E0
2.846530418E0	-2.971204281E0	1.963245422E-1	5.698199868E-1	3.031714535E0
2.848530451E0	-3.016694069E0	1.149216816E-1	4.884171486E-1	3.058136918E0
2.850529617E0	-3.057395458E0	4.548983276E-2	4.213795066E-1	3.086631983E0
2.852528750E0	-3.090914488E0	-1.436521020E-2	3.687070608E-1	3.112861003E0
2.854528750E0	-3.126827478E0	-6.464344263E-2	3.280056417E-1	3.144648876E0
2.856528750E0	-3.165134668E0	-1.125274822E-1	2.873041928E-1	3.180138928E0
2.858528750E0	-3.203441858E0	-1.580173075E-1	2.561795712E-1	3.217551426E0
2.860528750E0	-3.241749048E0	-1.963245422E-1	2.298433632E-1	3.255811449E0
2.862528750E0	-3.277662039E0	-2.322375625E-1	2.059013397E-1	3.292324116E0
2.864528316E0	-3.318363667E0	-2.705447972E-1	1.891419291E-1	3.334742356E0
2.866528282E0	-3.354276657E0	-3.040636182E-1	1.747767180E-1	3.372561857E0
2.868528248E0	-3.387795448E0	-3.399766386E-1	1.675941199E-1	3.408933837E0
2.870529081E0	-3.423708439E0	-3.758896589E-1	1.628057212E-1	3.448126769E0
2.872529047E0	-3.454833031E0	-4.046200812E-1	1.580173075E-1	3.482033623E0
2.874529013E0	-3.488351822E0	-4.333505034E-1	1.532289088E-1	3.518503971E0
2.876528979E0	-3.524264812E0	-4.644751251E-1	1.508347094E-1	3.557939111E0
2.878528945E0	-3.555389643E0	-4.932055473E-1	1.508347094E-1	3.592603281E0
2.880528945E0	-3.591302633E0	-5.195417404E-1	1.508347094E-1	3.631821765E0
2.882528745E0	-3.627215624E0	-5.482721925E-1	1.532289088E-1	3.671617447E0
2.884528778E0	-3.658340216E0	-5.746083856E-1	1.556231081E-1	3.706460101E0
2.886528811E0	-3.694253206E0	-6.033388376E-1	1.604115069E-1	3.746632669E0
2.888528844E0	-3.727771997E0	-6.320692301E-1	1.604115069E-1	3.784379398E0
2.890528010E0	-3.756502390E0	-6.560112834E-1	1.604115069E-1	3.816725411E0
2.892527176E0	-3.790021181E0	-6.823474765E-1	1.604115069E-1	3.854295070E0
2.894526342E0	-3.823540211E0	-7.086837292E-1	1.628057212E-1	3.892068611E0
2.896526342E0	-3.854664803E0	-7.326257229E-1	1.651999205E-1	3.927145554E0
2.898526308E0	-3.883395195E0	-7.565677166E-1	1.651999205E-1	3.959854033E0
2.900526274E0	-3.914519787E0	-7.852981687E-1	1.651999205E-1	3.995929102E0
2.902526240E0	-3.940855980E0	-8.092401624E-1	1.651999205E-1	4.026475693E0
2.904526206E0	-3.967192173E0	-8.307880163E-1	1.628057212E-1	4.056516753E0
2.906525506E0	-3.995922565E0	-8.547300100E-1	1.628057212E-1	4.089555751E0
2.908525472E0	-4.019864559E0	-8.762778044E-1	1.580173075E-1	4.117298062E0
2.910526305E0	-4.039018154E0	-8.978256583E-1	1.556231081E-1	4.140528603E0
